id_equipo_local,id_equipo_visitante,goles_local,goles_visitante,resultado,arbitro,fixture_id,fecha_timestamp,goles_descanso_local,goles_descanso_visitante,estadio,season
531,798,0,0,0,Javier Iglesias,877942,1660577400,0.0,0.0,San Mamés Barria,2022
529,728,0,0,0,Alejandro Hernández,877943,1660417200,0.0,0.0,Spotify Camp Nou,2022
543,797,3,0,1,Guillermo Cuadra,877944,1660591800,2.0,0.0,Estadio Benito Villamarín,2022
538,540,2,2,0,Miguel Ortiz,877945,1660402800,1.0,0.0,Abanca-Balaídos,2022
724,548,0,1,2,Isidro Díaz de Mera,877946,1660491000,0.0,1.0,Estadio Nuevo Mirandilla,2022
727,536,2,1,1,Carlos del Cerro,877947,1660330800,1.0,1.0,Estadio El Sadar,2022
723,541,1,2,2,Juan Martínez,877948,1660507200,1.0,0.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
546,530,0,3,2,José Sánchez,877949,1660584600,0.0,1.0,Coliseum Alfonso Pérez,2022
720,533,0,3,2,Mario Melero,877950,1660410000,0.0,0.0,Estadio Municipal José Zorrilla,2022
532,547,1,0,1,Jorge Figueroa,877951,1660498200,1.0,0.0,Estadio de Mestalla,2022
531,532,1,0,1,César Soto,877952,1661095800,1.0,0.0,San Mamés Barria,2022
530,533,0,2,2,Ricardo De Burgos,877953,1661103000,0.0,0.0,Estádio Cívitas Metropolitano,2022
538,541,1,4,2,Jesús Gil,877954,1661025600,1.0,2.0,Abanca-Balaídos,2022
540,728,0,2,2,Jorge Figueroa,877955,1660932000,0.0,1.0,RCDE Stadium,2022
536,720,1,1,0,Juan Pulido,877956,1660939200,0.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
548,529,1,4,2,José Munuera,877957,1661112000,1.0,1.0,Reale Arena,2022
798,543,1,2,2,Pablo González,877958,1661016600,0.0,1.0,Visit Mallorca Estadi,2022
547,546,3,1,1,Alejandro Muñiz,877959,1661198400,1.0,0.0,Estadi Municipal de Montilivi,2022
727,724,2,0,1,Antonio Mateu,877960,1661009400,1.0,0.0,Estadio El Sadar,2022
797,723,1,1,0,Isidro Díaz de Mera,877961,1661191200,1.0,1.0,Estadio Manuel Martínez Valero,2022
529,720,4,0,1,Ricardo De Burgos,877962,1661707800,2.0,0.0,Spotify Camp Nou,2022
543,727,1,0,1,Juan Martínez,877963,1661544000,1.0,0.0,Estadio Benito Villamarín,2022
797,548,0,1,2,Javier Iglesias,877964,1661614200,0.0,1.0,Estadio Manuel Martínez Valero,2022
546,533,0,0,0,Jorge Figueroa,877965,1661700600,0.0,0.0,Coliseum Alfonso Pérez,2022
540,541,1,3,2,Mario Melero,877966,1661716800,1.0,1.0,RCDE Stadium,2022
723,536,2,1,1,Jesús Gil,877967,1661630400,1.0,1.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
724,531,0,4,2,Miguel Ortiz,877968,1661796000,0.0,1.0,Estadio Nuevo Mirandilla,2022
532,530,0,1,2,Guillermo Cuadra,877969,1661803200,0.0,0.0,Estadio de Mestalla,2022
547,538,0,1,2,Carlos del Cerro,877970,1661536800,0.0,0.0,Estadi Municipal de Montilivi,2022
728,798,0,2,2,José Sánchez,877971,1661621400,0.0,1.0,Estadio de Vallecas,2022
531,540,0,1,2,Juan Martínez,877972,1662300900,0.0,0.0,San Mamés Barria,2022
727,728,2,1,1,Alejandro Muñiz,877973,1662292800,0.0,0.0,Estadio El Sadar,2022
548,530,1,1,0,César Soto,877974,1662222600,0.0,1.0,Reale Arena,2022
536,529,0,3,2,Antonio Mateu,877975,1662231600,0.0,2.0,Estadio Ramón Sánchez Pizjuán,2022
541,543,2,1,1,José Sánchez,877976,1662214500,1.0,1.0,Estadio Santiago Bernabéu,2022
533,797,4,0,1,Miguel Ortiz,877977,1662309000,2.0,0.0,Estadio Ciudad de Valencia,2022
532,546,5,1,1,José Munuera,877978,1662318000,3.0,0.0,Estadio de Mestalla,2022
538,724,3,0,1,Juan Pulido,877979,1662145200,0.0,0.0,Abanca-Balaídos,2022
720,723,1,0,1,Pablo González,877980,1662404400,0.0,0.0,Estadio Municipal José Zorrilla,2022
798,547,1,1,0,Isidro Díaz de Mera,877981,1662206400,0.0,0.0,Visit Mallorca Estadi,2022
530,538,4,1,1,Alejandro Hernández,877982,1662836400,1.0,0.0,Estádio Cívitas Metropolitano,2022
543,533,1,0,1,Ricardo De Burgos,877983,1662922800,0.0,0.0,Estadio Benito Villamarín,2022
546,548,2,1,1,Juan Pulido,877984,1662913800,1.0,0.0,Coliseum Alfonso Pérez,2022
540,536,2,3,2,Guillermo Cuadra,877985,1662819300,1.0,3.0,RCDE Stadium,2022
728,532,2,1,1,Jesús Gil,877986,1662811200,1.0,0.0,Estadio de Vallecas,2022
723,727,0,1,2,Javier Iglesias,877987,1663009200,0.0,1.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
547,720,2,1,1,César Soto,877988,1662750000,1.0,1.0,Estadi Municipal de Montilivi,2022
797,531,1,4,2,Mario Melero,877989,1662905700,0.0,4.0,Estadio Manuel Martínez Valero,2022
724,529,0,4,2,Carlos del Cerro,877990,1662827400,0.0,0.0,Estadio Nuevo Mirandilla,2022
541,798,4,1,1,Jorge Figueroa,877991,1662897600,1.0,1.0,Estadio Santiago Bernabéu,2022
531,728,3,2,1,Antonio Mateu,877992,1663441200,3.0,1.0,San Mamés Barria,2022
530,541,1,2,2,José Munuera,877993,1663527600,0.0,2.0,Estádio Cívitas Metropolitano,2022
529,797,3,0,1,Alejandro Muñiz,877994,1663424100,2.0,0.0,Spotify Camp Nou,2022
543,547,2,1,1,Miguel Ortiz,877995,1663518600,1.0,1.0,Estadio Benito Villamarín,2022
532,538,3,0,1,Pablo González,877996,1663432200,1.0,0.0,Estadio de Mestalla,2022
727,546,0,2,2,Isidro Díaz de Mera,877997,1663502400,0.0,1.0,Estadio El Sadar,2022
720,724,0,1,2,José Sánchez,877998,1663354800,0.0,0.0,Estadio Municipal José Zorrilla,2022
548,540,2,1,1,Carlos del Cerro,877999,1663518600,2.0,1.0,Reale Arena,2022
533,536,1,1,0,Alejandro Hernández,878000,1663510500,0.0,1.0,Estadio Ciudad de Valencia,2022
798,723,1,0,1,Juan Martínez,878001,1663416000,1.0,0.0,Visit Mallorca Estadi,2022
546,720,2,3,2,Alejandro Muñiz,878002,1664633700,2.0,2.0,Coliseum Alfonso Pérez,2022
724,533,0,0,0,Javier Iglesias,878003,1664625600,0.0,0.0,Estadio Nuevo Mirandilla,2022
540,532,2,2,0,Valentín Pizarro,878004,1664712000,0.0,0.0,RCDE Stadium,2022
547,548,3,5,2,Mario Melero,878005,1664728200,2.0,2.0,Estadi Municipal de Montilivi,2022
536,530,0,2,2,Ricardo De Burgos,878006,1664641800,0.0,1.0,Estadio Ramón Sánchez Pizjuán,2022
798,529,0,1,2,Jesús Gil,878007,1664650800,0.0,1.0,Visit Mallorca Estadi,2022
538,543,1,0,1,César Soto,878008,1664720100,1.0,0.0,Abanca-Balaídos,2022
728,797,2,1,1,Jorge Figueroa,878009,1664823600,1.0,1.0,Estadio de Vallecas,2022
541,727,1,1,0,Guillermo Cuadra,878010,1664737200,1.0,0.0,Estadio Santiago Bernabéu,2022
531,723,4,0,1,Juan Pulido,878011,1664564400,2.0,0.0,San Mamés Barria,2022
530,547,2,1,1,Juan Martínez,878012,1665238500,1.0,0.0,Estádio Cívitas Metropolitano,2022
529,538,1,0,1,José Munuera,878013,1665342000,1.0,0.0,Spotify Camp Nou,2022
797,798,1,1,0,Valentín Pizarro,878014,1665428400,1.0,0.0,Estadio Manuel Martínez Valero,2022
546,541,0,1,2,Antonio Mateu,878015,1665255600,0.0,1.0,Coliseum Alfonso Pérez,2022
724,540,2,2,0,Alejandro Hernández,878016,1665324900,1.0,0.0,Estadio Nuevo Mirandilla,2022
727,532,1,2,2,Miguel Ortiz,878017,1665169200,0.0,1.0,Estadio El Sadar,2022
548,533,1,0,1,César Soto,878018,1665333000,1.0,0.0,Reale Arena,2022
723,728,3,1,1,Pablo González,878019,1665230400,3.0,0.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
536,531,1,1,0,Jesús Gil,878020,1665246600,1.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
720,543,0,0,0,Carlos del Cerro,878021,1665316800,0.0,0.0,Estadio Municipal José Zorrilla,2022
531,530,0,1,2,Jorge Figueroa,878022,1665860400,0.0,0.0,San Mamés Barria,2022
538,548,1,2,2,Guillermo Cuadra,878023,1665921600,1.0,1.0,Abanca-Balaídos,2022
798,536,0,1,2,Javier Iglesias,878024,1665851400,0.0,0.0,Visit Mallorca Estadi,2022
540,720,1,0,1,Antonio Mateu,878025,1665937800,0.0,0.0,RCDE Stadium,2022
541,529,3,1,1,José Sánchez,878026,1665929700,2.0,0.0,Estadio Santiago Bernabéu,2022
532,797,2,2,0,Juan Pulido,878027,1665843300,2.0,1.0,Estadio de Mestalla,2022
728,546,0,0,0,Mario Melero,878028,1665774000,0.0,0.0,Estadio de Vallecas,2022
547,724,1,1,0,Ricardo De Burgos,878029,1665835200,0.0,0.0,Estadi Municipal de Montilivi,2022
533,727,2,0,1,Pablo González,878030,1666033200,1.0,0.0,Estadio Ciudad de Valencia,2022
543,723,3,1,1,Alejandro Muñiz,878031,1665946800,1.0,0.0,Estadio Benito Villamarín,2022
530,728,1,1,0,Javier Iglesias,878032,1666119600,1.0,0.0,Estádio Cívitas Metropolitano,2022
529,533,3,0,1,Carlos del Cerro,878033,1666292400,3.0,0.0,Spotify Camp Nou,2022
797,541,0,3,2,Jesús Gil,878034,1666206000,0.0,1.0,Estadio Manuel Martínez Valero,2022
536,532,1,1,0,César Soto,878035,1666112400,0.0,1.0,Estadio Ramón Sánchez Pizjuán,2022
723,547,3,2,1,Guillermo Cuadra,878036,1666285200,3.0,0.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
546,531,2,2,0,José Munuera,878037,1666116000,1.0,1.0,Coliseum Alfonso Pérez,2022
724,543,0,0,0,Antonio Mateu,878038,1666198800,0.0,0.0,Estadio Nuevo Mirandilla,2022
720,538,4,1,1,Valentín Pizarro,878039,1666198800,1.0,1.0,Estadio Municipal José Zorrilla,2022
548,798,1,0,1,Miguel Ortiz,878040,1666202400,1.0,0.0,Reale Arena,2022
727,540,1,0,1,Mario Melero,878041,1666288800,0.0,0.0,Estadio El Sadar,2022
538,546,1,1,0,Pablo González,878042,1666638000,0.0,1.0,Abanca-Balaídos,2022
541,536,3,1,1,Alejandro Hernández,878043,1666465200,1.0,0.0,Estadio Santiago Bernabéu,2022
547,727,1,1,0,Juan Pulido,878044,1666542600,1.0,1.0,Estadi Municipal de Montilivi,2022
529,531,4,0,1,Juan Martínez,878045,1666551600,3.0,0.0,Spotify Camp Nou,2022
543,530,1,2,2,Jesús Gil,878046,1666534500,0.0,0.0,Estadio Benito Villamarín,2022
540,797,2,2,0,José Munuera,878047,1666526400,1.0,1.0,RCDE Stadium,2022
532,798,1,2,2,José Sánchez,878048,1666456200,0.0,0.0,Estadio de Mestalla,2022
728,724,5,1,1,Alejandro Muñiz,878049,1666440000,2.0,0.0,Estadio de Vallecas,2022
720,548,1,0,1,Jorge Figueroa,878050,1666448100,1.0,0.0,Estadio Municipal José Zorrilla,2022
533,723,2,1,1,Ricardo De Burgos,878051,1666542600,0.0,1.0,Estadio Ciudad de Valencia,2022
531,533,1,0,1,Miguel Ortiz,878052,1667151000,0.0,0.0,San Mamés Barria,2022
797,546,0,1,2,César Soto,878053,1667246400,0.0,0.0,Estadio Manuel Martínez Valero,2022
727,720,2,0,1,Guillermo Cuadra,878054,1667134800,2.0,0.0,Estadio El Sadar,2022
723,538,3,1,1,Carlos del Cerro,878055,1667044800,0.0,1.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
724,530,3,2,1,José Sánchez,878056,1667052900,1.0,0.0,Estadio Nuevo Mirandilla,2022
532,529,0,1,2,Ricardo De Burgos,878057,1667070000,0.0,0.0,Estadio de Mestalla,2022
548,543,0,2,2,Javier Iglesias,878058,1667160000,0.0,0.0,Reale Arena,2022
798,540,1,1,0,Isidro Díaz de Mera,878059,1666983600,0.0,0.0,Visit Mallorca Estadi,2022
536,728,0,1,2,Antonio Mateu,878060,1667061000,0.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
541,547,1,1,0,Mario Melero,878061,1667142900,0.0,0.0,Estadio Santiago Bernabéu,2022
530,540,1,1,0,Juan Pulido,878062,1667739600,0.0,0.0,Estádio Cívitas Metropolitano,2022
543,536,1,1,0,José Sánchez,878063,1667764800,1.0,0.0,Estadio Benito Villamarín,2022
538,727,1,2,2,Jorge Figueroa,878064,1667669400,1.0,2.0,Abanca-Balaídos,2022
548,532,1,1,0,José Munuera,878065,1667747700,1.0,1.0,Reale Arena,2022
728,541,3,2,1,Juan Martínez,878066,1667851200,2.0,2.0,Estadio de Vallecas,2022
547,531,2,1,1,Valentín Pizarro,878067,1667592000,0.0,0.0,Estadi Municipal de Montilivi,2022
720,797,2,1,1,Ricardo De Burgos,878068,1667661300,1.0,0.0,Estadio Municipal José Zorrilla,2022
533,798,0,2,2,Alejandro Muñiz,878069,1667755800,0.0,1.0,Estadio Ciudad de Valencia,2022
546,724,0,0,0,Alejandro Hernández,878070,1667653200,0.0,0.0,Coliseum Alfonso Pérez,2022
529,723,2,0,1,Pablo González,878071,1667678400,0.0,0.0,Spotify Camp Nou,2022
531,720,3,0,1,Isidro Díaz de Mera,878072,1667934000,1.0,0.0,San Mamés Barria,2022
797,547,1,2,2,Pablo González,878073,1667930400,1.0,1.0,Estadio Manuel Martínez Valero,2022
540,533,0,1,2,Javier Iglesias,878074,1668020400,0.0,0.0,RCDE Stadium,2022
723,546,1,0,1,Alejandro Muñiz,878075,1668016800,1.0,0.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
798,530,1,0,1,Mario Melero,878076,1668025800,1.0,0.0,Visit Mallorca Estadi,2022
727,529,1,2,2,Jesús Gil,878077,1667939400,1.0,0.0,Estadio El Sadar,2022
532,543,3,0,1,Miguel Ortiz,878078,1668106800,0.0,0.0,Estadio de Mestalla,2022
728,538,0,0,0,José Munuera,878079,1668103200,0.0,0.0,Estadio de Vallecas,2022
541,724,2,1,1,César Soto,878080,1668112200,1.0,0.0,Estadio Santiago Bernabéu,2022
536,548,1,2,2,Carlos del Cerro,878081,1668016800,1.0,2.0,Estadio Ramón Sánchez Pizjuán,2022
530,797,2,0,1,Guillermo Cuadra,878082,1672345800,0.0,0.0,Estádio Cívitas Metropolitano,2022
529,540,1,1,0,Antonio Mateu,878083,1672491600,1.0,0.0,Spotify Camp Nou,2022
538,536,1,1,0,Ricardo De Burgos,878084,1672424100,1.0,0.0,Abanca-Balaídos,2022
546,798,2,0,1,Javier Alberola,878085,1672416000,0.0,0.0,Coliseum Alfonso Pérez,2022
547,728,2,2,0,Jorge Figueroa,878086,1672329600,1.0,1.0,Estadi Municipal de Montilivi,2022
543,531,0,0,0,Alejandro Hernández,878087,1672337700,0.0,0.0,Estadio Benito Villamarín,2022
548,727,2,0,1,Valentín Pizarro,878088,1672499700,1.0,0.0,Reale Arena,2022
720,541,0,2,2,José Munuera,878089,1672432200,0.0,0.0,Estadio Municipal José Zorrilla,2022
533,532,2,1,1,José Sánchez,878090,1672499700,1.0,1.0,Estadio de la Cerámica,2022
724,723,1,1,0,Juan Martínez,878091,1672424100,0.0,1.0,Estadio Nuevo Mirandilla,2022
531,727,0,0,0,Mario Melero,878092,1673294400,0.0,0.0,San Mamés Barria,2022
530,529,0,1,2,José Munuera,878093,1673208000,0.0,1.0,Estádio Cívitas Metropolitano,2022
798,720,1,0,1,Valentín Pizarro,878094,1673112600,0.0,0.0,Visit Mallorca Estadi,2022
540,547,2,2,0,Carlos del Cerro,878095,1673121600,0.0,1.0,RCDE Stadium,2022
723,548,0,2,2,Javier Alberola,878096,1673182800,0.0,0.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
728,543,1,2,2,Isidro Díaz de Mera,878097,1673190900,1.0,2.0,Estadio de Vallecas,2022
797,538,0,1,2,Miguel Ortiz,878098,1673026200,0.0,1.0,Estadio Manuel Martínez Valero,2022
536,546,2,1,1,Juan Martínez,878099,1673199000,1.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
532,724,0,1,2,Pablo González,878100,1673035200,0.0,1.0,Estadio de Mestalla,2022
533,541,2,1,1,César Soto,878101,1673104500,0.0,0.0,Estadio de la Cerámica,2022
538,533,1,1,0,Javier Alberola,878102,1673640000,0.0,1.0,Abanca-Balaídos,2022
724,797,1,1,0,Carlos del Cerro,878103,1673899200,1.0,0.0,Estadio Nuevo Mirandilla,2022
541,532,2,0,1,Javier Alberola,878104,1675368000,0.0,0.0,Estadio Santiago Bernabéu,2022
723,530,1,1,0,José Sánchez,878105,1673795700,1.0,1.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
547,536,2,1,1,Valentín Pizarro,878106,1673709300,0.0,1.0,Estadi Municipal de Montilivi,2022
548,531,3,1,1,Guillermo Cuadra,878107,1673726400,2.0,1.0,Reale Arena,2022
543,529,1,2,2,Ricardo De Burgos,878108,1675281600,0.0,0.0,Estadio Benito Villamarín,2022
727,798,1,0,1,César Soto,878109,1673717400,0.0,0.0,Estadio El Sadar,2022
546,540,1,2,2,Jorge Figueroa,878110,1673787600,1.0,1.0,Coliseum Alfonso Pérez,2022
720,728,0,1,2,Mario Melero,878111,1673701200,0.0,0.0,Estadio Municipal José Zorrilla,2022
531,541,0,2,2,José Sánchez,878112,1674417600,0.0,1.0,San Mamés Barria,2022
530,720,3,0,1,Ricardo De Burgos,878113,1674322200,3.0,0.0,Estádio Cívitas Metropolitano,2022
529,546,1,0,1,Javier Iglesias,878114,1674408600,1.0,0.0,Spotify Camp Nou,2022
797,727,1,1,0,Alejandro Muñiz,878115,1674400500,0.0,1.0,Estadio Manuel Martínez Valero,2022
728,548,0,2,2,Antonio Mateu,878116,1674306000,0.0,2.0,Estadio de Vallecas,2022
540,543,1,0,1,Pablo González,878117,1674314100,1.0,0.0,RCDE Stadium,2022
798,538,1,0,1,Juan Pulido,878118,1674244800,0.0,0.0,Visit Mallorca Estadi,2022
536,724,1,0,1,Alejandro Hernández,878119,1674331200,0.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
532,723,2,2,0,Jesús Gil,878120,1674504000,0.0,0.0,Estadio de Mestalla,2022
533,547,1,0,1,Carlos del Cerro,878121,1674392400,0.0,0.0,Estadio de la Cerámica,2022
724,798,2,0,1,Ricardo De Burgos,878122,1674910800,2.0,0.0,Estadio Nuevo Mirandilla,2022
541,548,0,0,0,Mario Melero,878123,1675022400,0.0,0.0,Estadio Santiago Bernabéu,2022
723,540,3,1,1,Javier Iglesias,878124,1674849600,1.0,0.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
538,531,1,0,1,Isidro Díaz de Mera,878125,1675013400,0.0,0.0,Abanca-Balaídos,2022
727,530,0,1,2,Javier Alberola,878126,1675005300,0.0,0.0,Estadio El Sadar,2022
547,529,0,1,2,Alejandro Muñiz,878127,1674918900,0.0,0.0,Estadi Municipal de Montilivi,2022
546,543,0,1,2,Guillermo Cuadra,878128,1674936000,0.0,0.0,Coliseum Alfonso Pérez,2022
536,797,3,0,1,César Soto,878129,1674927000,3.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
720,532,1,0,1,Jorge Figueroa,878130,1674997200,0.0,0.0,Estadio Municipal José Zorrilla,2022
533,728,0,1,2,Juan Pulido,878131,1675108800,0.0,0.0,Estadio de la Cerámica,2022
531,724,4,1,1,Valentín Pizarro,878132,1675454400,3.0,1.0,San Mamés Barria,2022
530,546,1,1,0,Antonio Mateu,878133,1675531800,0.0,0.0,Estádio Cívitas Metropolitano,2022
529,536,3,0,1,José Sánchez,878134,1675627200,0.0,0.0,Spotify Camp Nou,2022
543,538,3,4,2,Carlos del Cerro,878135,1675540800,2.0,2.0,Estadio Benito Villamarín,2022
797,533,3,1,1,José Munuera,878136,1675523700,2.0,1.0,Estadio Manuel Martínez Valero,2022
798,541,1,0,1,Alejandro Hernández,878137,1675602000,1.0,0.0,Visit Mallorca Estadi,2022
540,727,1,1,0,Jesús Gil,878138,1675515600,0.0,1.0,RCDE Stadium,2022
548,720,0,1,2,Pablo González,878139,1675618200,0.0,0.0,Reale Arena,2022
547,532,1,0,1,Javier Iglesias,878140,1675610100,0.0,0.0,Estadi Municipal de Montilivi,2022
728,723,2,0,1,César Soto,878141,1675713600,0.0,0.0,Estadio de Vallecas,2022
546,728,1,1,0,Isidro Díaz de Mera,878142,1676206800,0.0,1.0,Coliseum Alfonso Pérez,2022
724,547,2,0,1,Juan Pulido,878143,1676059200,2.0,0.0,Estadio Nuevo Mirandilla,2022
540,548,2,3,2,Alejandro Muñiz,878144,1676318400,0.0,1.0,RCDE Stadium,2022
723,543,2,3,2,Javier Alberola,878145,1676128500,1.0,2.0,Power Horse Stadium – Estadio de los Juegos Mediterráneos,2022
532,531,1,2,2,César Soto,878146,1676145600,1.0,1.0,Estadio de Mestalla,2022
538,530,0,1,2,Jorge Figueroa,878147,1676214900,0.0,0.0,Abanca-Balaídos,2022
533,529,0,1,2,Alejandro Hernández,878148,1676232000,0.0,1.0,Estadio de la Cerámica,2022
541,797,4,0,1,Ricardo De Burgos,878149,1676491200,3.0,0.0,Estadio Santiago Bernabéu,2022
536,798,2,0,1,Javier Iglesias,878150,1676136600,2.0,0.0,Estadio Ramón Sánchez Pizjuán,2022
720,727,0,0,0,Guillermo Cuadra,878151,1676223000,0.0,0.0,Estadio Municipal José Zorrilla,2022
529,724,2,0,1,Pablo González,878152,1676836800,2.0,0.0,Spotify Camp Nou,2022
543,720,2,1,1,Antonio Mateu,878153,1676733300,2.0,1.0,Estadio Benito Villamarín,2022
797,540,0,1,2,Carlos del Cerro,878154,1676811600,0.0,0.0,Estadio Manuel Martínez Valero,2022
798,533,4,2,1,José Sánchez,878155,1676741400,2.0,1.0,Visit Mallorca Estadi,2022
546,532,1,0,1,Mario Melero,878156,1676923200,0.0,0.0,Coliseum Alfonso Pérez,2022
727,541,0,2,2,José Munuera,878157,1676750400,0.0,0.0,Estadio El Sadar,2022
728,536,1,1,0,Jesús Gil,878158,1676819700,0.0,1.0,Estadio de Vallecas,2022
530,531,1,0,1,Juan Martínez,878159,1676827800,0.0,0.0,Estádio Cívitas Metropolitano,2022
548,538,1,1,0,Miguel Ortiz,878160,1676725200,1.0,0.0,Reale Arena,2022
547,723,6,2,1,Valentín Pizarro,878161,1676664000,4.0,0.0,Estadi Municipal de Montilivi,2022
542,541,1,4,2,César Soto,720739,1628971200,0.0,0.0,Estadio de Mendizorroza,2021
529,548,4,2,1,Alejandro Hernández,720740,1629050400,2.0,0.0,Camp Nou,2021
538,530,1,2,2,José Munuera,720741,1629041400,0.0,1.0,Abanca-Balaídos,2021
798,543,1,1,0,Antonio Mateu,720742,1628962200,1.0,0.0,Iberostar Estadi,2021
724,539,1,1,0,Santiago Jaime,720743,1628962200,0.0,1.0,Estadio Nuevo Mirandilla,2021
727,540,0,0,0,Miguel Ortiz,720744,1628971200,0.0,0.0,Estadio El Sadar,2021
536,728,3,0,1,Isidro Díaz de Mera,720745,1629058500,1.0,0.0,Estadio Ramón Sánchez Pizjuán,2021
532,546,1,0,1,Jesús Gil,720746,1628881200,1.0,0.0,Estadio de Mestalla,2021
533,715,0,0,0,Pablo González,720747,1629136800,0.0,0.0,Estadio de la Cerámica,2021
797,531,0,0,0,Adrián Cordero,720748,1629144000,0.0,0.0,Estadio Manuel Martínez Valero,2021
542,798,0,1,2,Alejandro Muñiz,720749,1629558000,0.0,0.0,Estadio de Mendizorroza,2021
531,529,1,1,0,Juan Martínez,720750,1629576000,0.0,0.0,San Mamés Barria,2021
530,797,1,0,1,Ricardo De Burgos,720751,1629653400,1.0,0.0,Estadio Wanda Metropolitano,2021
543,724,1,1,0,Valentín Pizarro,720752,1629486000,1.0,1.0,Estadio Benito Villamarín,2021
546,536,0,1,2,José Sánchez,720753,1629741600,0.0,0.0,Coliseum Alfonso Pérez,2021
715,532,1,1,0,Carlos del Cerro,720754,1629567000,1.0,0.0,Estadio Nuevo Los Cármenes,2021
540,533,0,0,0,Jorge Figueroa,720755,1629567000,0.0,0.0,RCDE Stadium,2021
539,541,3,3,0,Guillermo Cuadra,720756,1629662400,0.0,1.0,Estadio Ciudad de Valencia,2021
727,538,0,0,0,Javier Alberola,720757,1629748800,0.0,0.0,Estadio El Sadar,2021
548,728,1,0,1,Santiago Jaime,720758,1629644400,0.0,0.0,Reale Arena,2021
530,533,2,2,0,César Soto,720759,1630267200,0.0,0.0,Estadio Wanda Metropolitano,2021
529,546,2,1,1,Pablo González,720760,1630249200,2.0,1.0,Camp Nou,2021
543,541,0,1,2,Alejandro Hernández,720761,1630180800,0.0,0.0,Estadio Benito Villamarín,2021
538,531,0,1,2,Antonio Mateu,720762,1630162800,0.0,1.0,Abanca-Balaídos,2021
798,540,1,0,1,Isidro Díaz de Mera,720763,1630087200,1.0,0.0,Iberostar Estadi,2021
724,727,2,3,2,Adrián Cordero,720764,1630258200,1.0,0.0,Estadio Nuevo Mirandilla,2021
548,539,1,0,1,José Munuera,720765,1630171800,1.0,0.0,Reale Arena,2021
532,542,3,0,1,Miguel Ortiz,720766,1630095300,2.0,0.0,Estadio de Mestalla,2021
728,715,4,0,1,Jesús Gil,720767,1630258200,3.0,0.0,Estadio de Vallecas,2021
797,536,1,1,0,Valentín Pizarro,720768,1630171800,1.0,1.0,Estadio Manuel Martínez Valero,2021
531,798,2,0,1,Jorge Figueroa,720769,1631386800,0.0,0.0,San Mamés Barria,2021
546,797,0,1,2,Mario Melero,720770,1631556000,0.0,0.0,Coliseum Alfonso Pérez,2021
724,548,0,2,2,Alejandro Muñiz,720771,1631464200,0.0,0.0,Estadio Nuevo Mirandilla,2021
715,543,1,2,2,Guillermo Cuadra,720772,1631563200,0.0,1.0,Estadio Nuevo Los Cármenes,2021
540,530,1,2,2,Juan Martínez,720773,1631448000,1.0,0.0,RCDE Stadium,2021
539,728,1,1,0,Javier Alberola,720774,1631377800,1.0,0.0,Estadio Ciudad de Valencia,2021
727,532,1,4,2,Ricardo De Burgos,720775,1631456100,1.0,1.0,Estadio El Sadar,2021
541,538,5,2,1,José Sánchez,720776,1631473200,1.0,2.0,Estadio Santiago Bernabéu,2021
536,529,1,1,0,Carlos del Cerro,720777,1640118600,1.0,1.0,Estadio Ramón Sánchez Pizjuán,2021
533,542,5,2,1,Valentín Pizarro,720778,1640109600,2.0,1.0,Estadio de la Cerámica,2021
542,727,0,2,2,Alejandro Hernández,720779,1631991600,0.0,2.0,Estadio de Mendizorroza,2021
530,531,0,0,0,Jesús Gil,720780,1631974500,0.0,0.0,Estadio Wanda Metropolitano,2021
529,715,1,1,0,Santiago Jaime,720781,1632164400,0.0,1.0,Camp Nou,2021
543,540,2,2,0,César Soto,720782,1632069000,2.0,1.0,Estadio Benito Villamarín,2021
538,724,1,2,2,Isidro Díaz de Mera,720783,1631905200,0.0,2.0,Abanca-Balaídos,2021
798,533,0,0,0,Carlos del Cerro,720784,1632052800,0.0,0.0,Iberostar Estadi,2021
548,536,0,0,0,Antonio Mateu,720785,1632060900,0.0,0.0,Reale Arena,2021
532,541,1,2,2,Pablo González,720786,1632078000,0.0,0.0,Estadio de Mestalla,2021
728,546,3,0,1,Adrián Cordero,720787,1631966400,1.0,0.0,Estadio de Vallecas,2021
797,539,1,1,0,Miguel Ortiz,720788,1631982600,1.0,0.0,Estadio Manuel Martínez Valero,2021
531,728,1,2,2,José Munuera,720789,1632254400,1.0,1.0,San Mamés Barria,2021
