id_jugador,nombre_jugador,equipo_jugador,id_equipo,temporada_equipo
47246,L. Chichizola,FC Cartagena,5262,2020
47341,Marc Roca,Espanyol,540,2020
47412,Javier Eraso Goñi,Leganes,537,2020
47444,Emmanuel Apeh,Tenerife,719,2020
47517,Alejandro Granell Nogué,Girona,547,2020
47532,Abdoulaye Ba,Rayo Vallecano,728,2020
48573,Jean-Pierre Patrick Rhyner Pebe,FC Cartagena,5262,2020
56304,Luca Zanimacchia,Zaragoza,732,2020
58087,Bojan Letić,Mirandes,799,2020
63551,William de Camargo Escobar,FC Cartagena,5262,2020
147756,Pedro Mendes,Almeria,723,2020
286074,Eric Monjonell Torras,Girona,547,2020
1434,L. Dimata,Espanyol,540,2020
2979,J. Rodríguez,Lugo,716,2020
19296,João Carvalho,Almeria,723,2020
24886,Jairo Samperio Bustara,Malaga,535,2020
38707,Paolo Fernandes Cantin,Castellón,5254,2020
41122,Ivanildo Fernandes,Almeria,723,2020
41223,Guilherme Schettine Guimarães,Almeria,723,2020
41969,Bruno Wilson,Tenerife,719,2020
46717,Álvaro Peña Herrero,Albacete,722,2020
46793,David Simón Rodríguez Santana,FC Cartagena,5262,2020
47011,Sergio Ezequiel Araújo,Las Palmas,534,2020
47124,Francisco Javier Atienza Valverde,Zaragoza,732,2020
47208,Neftali Benedict Manzambi,Sporting Gijon,731,2020
47455,Antonio Manuel Luna Rodríguez,Girona,547,2020
48380,K. Bua,Leganes,537,2020
104879,Simone Damiano Grippo,Oviedo,718,2020
122663,Rubén Martínez Granja,UD Logroñés,5280,2020
129968,Maximiliano Agustín Villa Pereira,Girona,547,2020
135333,Rafa Mújica,Las Palmas,534,2020
169281,B. Milovanov,Sporting Gijon,731,2020
1701,Manu Morlanes,Almeria,723,2020
40419,A. Sedlar,Mallorca,798,2020
41542,Víctor Hugo García Hernández,Alcorcon,711,2020
41646,Luís Manuel Gonçalves Silva,Alcorcon,711,2020
46733,Raíllo,Mallorca,798,2020
46738,M. Valjent,Mallorca,798,2020
46739,I. Baba,Mallorca,798,2020
46742,Dani Rodríguez,Mallorca,798,2020
46746,A. Budimir,Mallorca,798,2020
46751,Abdón Prats,Mallorca,798,2020
47007,Ruíz de Galarreta,Mallorca,798,2020
47278,Dani Vivian,Mirandes,799,2020
47291,Gorka Guruzeta Rodríguez,Sabadell,9593,2020
63449,L. Ruiz,UD Logroñés,5280,2020
104793,Amath Ndiaye Diedhiou,Mallorca,798,2020
107194,Antonio Sánchez,Mallorca,798,2020
165713,José Manuel Hernando Riol,Ponferradina,4907,2020
179139,Leo Román,Mallorca,798,2020
185715,Josep Antoni Gayá Martínez,Mallorca,798,2020
237252,Pere García,Mallorca,798,2020
761,Cristo González,Mirandes,799,2020
1582,Róber,Las Palmas,534,2020
8518,M. Sylla,Girona,547,2020
41412,N. Maraš,Almeria,723,2020
46743,Salva Sevilla,Mallorca,798,2020
46887,Pedro Díaz,Sporting Gijon,731,2020
46889,Aitor García,Sporting Gijon,731,2020
46893,Nacho Méndez,Sporting Gijon,731,2020
47037,G. Zarfino,Tenerife,719,2020
47052,Álex Muñoz,Tenerife,719,2020
47223,Pol Valentín,Fuenlabrada,4906,2020
47344,Víctor Campuzano,Sporting Gijon,731,2020
47399,Iván Cuéllar,Leganes,537,2020
47494,Miguel de la Fuente Escudero,Leganes,537,2020
47578,Christian Rivera,Las Palmas,534,2020
131527,Joan Femenías,Oviedo,718,2020
182522,Guille Rosas,Sporting Gijon,731,2020
192439,David Argüelles Álvarez,Sporting Gijon,731,2020
199234,Marcos Trabanco,Sporting Gijon,731,2020
295903,Damián,Fuenlabrada,4906,2020
749,F. Feuillassier,Fuenlabrada,4906,2020
1690,Miguel Llambrich,Espanyol,540,2020
14384,T. Datković,FC Cartagena,5262,2020
46659,Rober Ibáñez,Leganes,537,2020
46696,Rodrigo Ríos Lozano,Oviedo,718,2020
46771,Jairo Izquierdo,Girona,547,2020
46803,Joni Montiel,Rayo Vallecano,728,2020
46807,Borja Valle,Oviedo,718,2020
46910,Iván Martos,Rayo Vallecano,728,2020
46913,José Antonio Romera Navarro,Almeria,723,2020
47386,P. De Blasis,FC Cartagena,5262,2020
47504,Alcalá,Girona,547,2020
93988,Iván Calero,Malaga,535,2020
104949,Pablo Martínez,Mirandes,799,2020
116909,Marc Martínez,FC Cartagena,5262,2020
122836,Sergio Díaz,FC Cartagena,5262,2020
181128,Antonio Sánchez López,FC Cartagena,5262,2020
182703,Adrián Cuevas Algeciras,Sabadell,9593,2020
185308,Mini,Malaga,535,2020
187451,I. Pais,FC Cartagena,5262,2020
46764,Brian Oliván,Mallorca,798,2020
46825,K. Bare,Espanyol,540,2020
46872,Christian Joel,Sporting Gijon,731,2020
46968,Óscar Gil,Espanyol,540,2020
47040,Alfredo Ortuño,Albacete,722,2020
47170,José Carlos Lazo,Almeria,723,2020
47249,L. Cabrera,Espanyol,540,2020
47329,Adrià Pedrosa,Espanyol,540,2020
47336,Darder,Espanyol,540,2020
47349,Javier Puado Díaz,Espanyol,540,2020
47478,Fernando Calero,Espanyol,540,2020
67940,José Gragera,Sporting Gijon,731,2020
128581,Nico Melamed,Espanyol,540,2020
129054,Gonzalo Alejandro Crettaz,Malaga,535,2020
144734,Nabili Zoubdi Touaizi,Espanyol,540,2020
182718,Joan García,Espanyol,540,2020
182735,Ángel Fortuño,Espanyol,540,2020
187128,Víctor Pradas Gutiérrez,UD Logroñés,5280,2020
199824,Rubén Sánchez Sáez,Espanyol,540,2020
286601,O. El Hilali,Espanyol,540,2020
41193,André Ricardo Ferreira Schutte,Mirandes,799,2020
46699,Tomeu Nadal,Albacete,722,2020
46854,Viti Rozada,Oviedo,718,2020
46859,Javi Mier,Oviedo,718,2020
46862,Borja Sánchez,Oviedo,718,2020
46918,Francisco Callejón Segura,Almeria,723,2020
46942,David Fernández Cortázar,Alcorcon,711,2020
47026,Carlos Pomares,Tenerife,719,2020
47345,Carlos Doncel Ordoñez,Ponferradina,4907,2020
47410,Rodri Tarín,Leganes,537,2020
104803,Jaime Sierra Mateos,UD Logroñés,5280,2020
104890,Borja Domínguez Domínguez,Lugo,716,2020
104920,Iñaki Sáenz Arenzana,UD Logroñés,5280,2020
122864,Xavier Boniquet Rodríguez,Sabadell,9593,2020
131548,Lucas Ahijado,Oviedo,718,2020
137242,Samuel Casado Conde,Alcorcon,711,2020
163610,Eduardo Viaña Campuzano,Alcorcon,711,2020
181149,Álvaro Arnedo González,UD Logroñés,5280,2020
182515,Claudio Mendes Vicente,Las Palmas,534,2020
289833,Marcos Olguín López,Mirandes,799,2020
132,Guillem Jaime Serrano,Castellón,5254,2020
21156,Cristian López Santamaría,FC Cartagena,5262,2020
46761,Ivan Kecojević,Albacete,722,2020
46848,Carlos Hernández Alarcón,Oviedo,718,2020
46863,Jimmy Suárez,Oviedo,718,2020
47057,Raúl Guti,Zaragoza,732,2020
47182,Tete Morente,Malaga,535,2020
47370,Borja Bastón,Leganes,537,2020
104425,Juan Tomás Ortuño Martínez,Castellón,5254,2020
104921,Rafael Gálvez Cerillo,Castellón,5254,2020
107152,Hugo Rama,Lugo,716,2020
107177,Manuel García Humanes,Ponferradina,4907,2020
125389,Aarón Rey Sánchez,Sabadell,9593,2020
129055,Cristo Jesús Romero Gómez,Malaga,535,2020
161968,Cedric Wilfried Teguia Noubi,Albacete,722,2020
163208,Carles Soler,Mirandes,799,2020
182609,Ander Gorostidi García,Alcorcon,711,2020
182697,Pedro Luis Capó Payeras,Sabadell,9593,2020
190248,Miguel Ángel de la Osa Carmona,Malaga,535,2020
286564,Álex Cardero,Oviedo,718,2020
46790,Víctor García Raja,Sabadell,9593,2020
46874,Jean-Sylvain Claude Babin,Sporting Gijon,731,2020
46924,José Manuel Núñez Martín,Albacete,722,2020
47001,Javi Castellano Betancor,Las Palmas,534,2020
47338,Álex López,Mirandes,799,2020
47414,Gumbau,Girona,547,2020
104833,Javier Jiménez García,Albacete,722,2020
119972,Carlos Bravo Expósito,Ponferradina,4907,2020
122657,R. Nteka,Fuenlabrada,4906,2020
122808,Juan Manuel Bravo Alcántara,Alcorcon,711,2020
122956,Diego Conde,Leganes,537,2020
131526,Ernesto Gómez Muñoz,Alcorcon,711,2020
131534,Iago López Carracedo,UD Logroñés,5280,2020
135152,Jesús Ruiz Suárez,Alcorcon,711,2020
162135,Iker Recio Ortega,Rayo Vallecano,728,2020
180242,Alberto González García,Sporting Gijon,731,2020
182484,Pablo García Carrasco,Sporting Gijon,731,2020
182525,Joel Jiménez Portero,Sporting Gijon,731,2020
184693,Javier Castro Urdín,Alcorcon,711,2020
186069,Félix Rafael Alonso Expósito,Tenerife,719,2020
736,Fran García,Rayo Vallecano,728,2020
8955,Carlos David Moreno Hernández,FC Cartagena,5262,2020
20520,I. Balliu,Almeria,723,2020
41552,P. Ciss,Fuenlabrada,4906,2020
46914,E. Saveljich,Rayo Vallecano,728,2020
47109,Óscar Valentín,Rayo Vallecano,728,2020
47209,Andrés Martín,Rayo Vallecano,728,2020
47327,Diego López,Espanyol,540,2020
47527,S. Dimitrievski,Rayo Vallecano,728,2020
47529,Miguel Ángel Morro,Rayo Vallecano,728,2020
47533,Catena,Rayo Vallecano,728,2020
47541,Santi Comesaña,Rayo Vallecano,728,2020
47543,Álvaro García,Rayo Vallecano,728,2020
47549,José Ángel Pozo,Rayo Vallecano,728,2020
47550,Mario Suárez,Rayo Vallecano,728,2020
47557,Ó. Trejo,Rayo Vallecano,728,2020
107207,Mario Hernández,Rayo Vallecano,728,2020
118130,César Díaz Martínez,Castellón,5254,2020
131546,Isi Palazón,Rayo Vallecano,728,2020
181734,Pep Chavarría,Zaragoza,732,2020
46776,Mario Barco Vilar,Mirandes,799,2020
46850,D. Johannesson,Oviedo,718,2020
46868,Daniel Sandoval Fernández,Oviedo,718,2020
46935,Raúl Lizoáin,Mirandes,799,2020
47178,Antón Escobar Tapias,Lugo,716,2020
47195,Álvaro Aguado,Fuenlabrada,4906,2020
47211,Bernabé Barragán,Albacete,722,2020
47551,Raúl de Tomás,Espanyol,540,2020
104828,Diego Alende,Lugo,716,2020
104941,Monchu,Girona,547,2020
115551,Gorka Pérez Garay,UD Logroñés,5280,2020
119215,Íñigo Muñoz Cuevas,Castellón,5254,2020
122638,Jesús Manuel Carrillo Martínez,Castellón,5254,2020
122854,Marc Castells Ortega,Castellón,5254,2020
136847,Y. Meykher,UD Logroñés,5280,2020
161963,Germán Valera,Tenerife,719,2020
182490,Jacobo González,Tenerife,719,2020
185094,Alberto Quintana,Malaga,535,2020
190253,David Larrubia Romano,Malaga,535,2020
279822,F. Boyomo,Albacete,722,2020
36,Carlos Muñoz,Albacete,722,2020
19125,M. Bogusz,UD Logroñés,5280,2020
46906,Juan Fernández,Sabadell,9593,2020
47005,Maikel Mesa,Las Palmas,534,2020
47153,Juan Carlos,Girona,547,2020
47180,Cristian Herrera,Lugo,716,2020
47185,Alberto González Cespedosa,Mirandes,799,2020
47334,David López,Espanyol,540,2020
47505,B. Espinosa,Girona,547,2020
47511,Juanpe,Girona,547,2020
47514,Valery,Girona,547,2020
47536,Martín Pascual,Rayo Vallecano,728,2020
80112,Antonio Cristian,Fuenlabrada,4906,2020
107210,Riki Rodríguez,Oviedo,718,2020
119973,Kaxe,Ponferradina,4907,2020
122230,Manu Fuster,Albacete,722,2020
122584,Olaetxea,UD Logroñés,5280,2020
134244,Martín Lapeña Ramos,UD Logroñés,5280,2020
283668,Arnau Martínez,Girona,547,2020
286075,Suleiman Camara,Girona,547,2020
1700,Iván Martín,Mirandes,799,2020
2036,Juan Soriano,Malaga,535,2020
2617,C. Stuani,Girona,547,2020
46760,Sergio González,Tenerife,719,2020
46849,Javi Hernández,Leganes,537,2020
46972,K. Azamoum,Albacete,722,2020
47064,David Vicente,Las Palmas,534,2020
47079,Carlos Ruiz,Tenerife,719,2020
47305,Raúl Navas,FC Cartagena,5262,2020
47515,Borja García,Girona,547,2020
48322,José León,Alcorcon,711,2020
104843,Aitor Buñuel,Almeria,723,2020
104855,Óscar Pinchi,Fuenlabrada,4906,2020
119220,Álex Martín,FC Cartagena,5262,2020
129130,Simón Moreno,Mirandes,799,2020
135334,S. Bueno,Girona,547,2020
182674,Jofre Carreras,Espanyol,540,2020
188798,Victor,Tenerife,719,2020
197448,Yan Bueno Couto,Girona,547,2020
263529,I. Kebe,Girona,547,2020
55,Borja Garcés,Fuenlabrada,4906,2020
732,L. Zidane,Rayo Vallecano,728,2020
2039,Juan Berrocal,Mirandes,799,2020
41145,Frederico Venâncio,Lugo,716,2020
46709,Álvaro Tejero,Zaragoza,732,2020
46768,Ager Aketxe,Almeria,723,2020
46860,Javi Muñoz,Mirandes,799,2020
47081,Javi Alonso,Tenerife,719,2020
47089,Aitor Sanz,Tenerife,719,2020
47096,Ander Cantero,Lugo,716,2020
90509,S. Shashoua,Tenerife,719,2020
94732,José Jurado,FC Cartagena,5262,2020
96253,Elady Zorrilla,FC Cartagena,5262,2020
104864,Pablo Larrea,Ponferradina,4907,2020
113587,Y. Rahmani,Malaga,535,2020
129658,Andrés García Mohedano,Mirandes,799,2020
131539,Ríos Reina,Ponferradina,4907,2020
166856,Iván López Cristóbal,Leganes,537,2020
182220,Marc Echarri Marín,Rayo Vallecano,728,2020
208117,David Rodríguez Ramos,Tenerife,719,2020
46692,Álvaro Vadillo,Espanyol,540,2020
46711,Aleix Febas,Mallorca,798,2020
46729,Manolo Reina,Mallorca,798,2020
46740,Stoichkov,Sabadell,9593,2020
46833,G. Blanco,Oviedo,718,2020
46929,José Corpas,Almeria,723,2020
47048,Delmás,FC Cartagena,5262,2020
47137,Alberto Escassi,Malaga,535,2020
47143,Fran Villalba,Almeria,723,2020
47192,Luis Muñoz,Malaga,535,2020
47403,Unai Bustinza,Leganes,537,2020
47442,Jozabed,Malaga,535,2020
47510,Jonás Ramalho,Girona,547,2020
104889,Javi Jiménez,Mirandes,799,2020
129056,Ramón Enríquez,Malaga,535,2020
154741,Juande Rivas,Malaga,535,2020
163401,Genaro Rodríguez,Mirandes,799,2020
181222,Ton Ripoll i Molera,Oviedo,718,2020
189677,Samuel Vázquez Díaz,Albacete,722,2020
299860,Andrés Caro,Malaga,535,2020
2187,Fran Sol,Tenerife,719,2020
19306,A. Appiah,Lugo,716,2020
22014,P. Chavarría,Malaga,535,2020
46698,José Caro,Ponferradina,4907,2020
46704,Fran García,Albacete,722,2020
46745,Pablo Valcarce,Ponferradina,4907,2020
46749,L. Junior,Mallorca,798,2020
46763,José Matos,Malaga,535,2020
47012,Rubén Castro,FC Cartagena,5262,2020
47580,Álex Gallar,FC Cartagena,5262,2020
104883,Grego,Sabadell,9593,2020
104932,Curro Sánchez,Ponferradina,4907,2020
117059,Andy,UD Logroñés,5280,2020
119743,Dani Barrio,Malaga,535,2020
129697,Alejandro Bermejo Escribano,Tenerife,719,2020
182473,Gaspar Campos,Sporting Gijon,731,2020
278887,I. Fomba,Malaga,535,2020
287806,Loren Zúñiga,Malaga,535,2020
296695,H. Abaida,Malaga,535,2020
316116,B. Ouacharaf,Malaga,535,2020
46835,Jack Harper,FC Cartagena,5262,2020
46846,Christian Fernández Salas,Oviedo,718,2020
46990,Álvaro Vallés,Las Palmas,534,2020
46993,Eric Curbelo,Las Palmas,534,2020
46996,Álvaro Lemos,Las Palmas,534,2020
46999,Cristian Josué Artiles Cedrés,Las Palmas,534,2020
47004,Fabio González,Las Palmas,534,2020
47351,Álex Domínguez,Las Palmas,534,2020
47548,Manuel Navarro Sánchez,Rayo Vallecano,728,2020
70500,Sergi Cardona,Las Palmas,534,2020
73822,Marcelo Amado Djaló Taritolay,Lugo,716,2020
122231,Juan Hernández,Sabadell,9593,2020
122468,Saúl Coco,Las Palmas,534,2020
122585,Ander Vitoria Agirre,UD Logroñés,5280,2020
131529,Enrique Clemente,UD Logroñés,5280,2020
131535,Álex Suárez,Las Palmas,534,2020
161594,Luis Carbonell Artajona,Zaragoza,732,2020
189993,Pablo Lombo Suárez,Leganes,537,2020
278897,Albert Ramis Luque,Sabadell,9593,2020
279052,Joel Priego,Girona,547,2020
6048,B. Cufré,Mallorca,798,2020
21709,E. Loiodice,Las Palmas,534,2020
46890,Álvaro Jiménez,Albacete,722,2020
46975,Nacho Gil,FC Cartagena,5262,2020
47111,Benito Ramírez,Las Palmas,534,2020
47199,Y. Bodiger,Castellón,5254,2020
47253,Ignasi Miquel,Leganes,537,2020
47339,Óscar Melendo,Espanyol,540,2020
47393,Marc Cardona Rovira,Mallorca,798,2020
47408,J. Silva,Leganes,537,2020
70315,Kirian Rodríguez,Las Palmas,534,2020
122756,Sergio Ruiz,Las Palmas,534,2020
127426,Pol Lozano,Espanyol,540,2020
157194,Pejiño,Las Palmas,534,2020
163241,Óscar Clemente,Las Palmas,534,2020
181463,Víctor Meseguer,Mirandes,799,2020
182519,Alberto Moleiro,Las Palmas,534,2020
182683,Óscar Rubio Fauria,Sabadell,9593,2020
279050,Eu Gutierrez,Malaga,535,2020
287779,David Santisteban García,FC Cartagena,5262,2020
750,Álvaro Fidalgo,Castellón,5254,2020
1261,Sergi Palencia,Leganes,537,2020
1991,S. Kagawa,Zaragoza,732,2020
2604,G. Shibasaki,Leganes,537,2020
2971,Fidel Escobar Mendieta,Alcorcon,711,2020
35903,Alejandro Arribas,Oviedo,718,2020
46078,N. Šipčić,Tenerife,719,2020
46901,U. Đurđević,Sporting Gijon,731,2020
47369,Paulino,UD Logroñés,5280,2020
47423,Sabin Merino,Leganes,537,2020
47502,José Aurelio Suárez García,Girona,547,2020
47538,E. Velázquez,Rayo Vallecano,728,2020
51531,Joaquín Zeballos Machado,Girona,547,2020
51616,G. Fernández,Zaragoza,732,2020
51618,B. Rodríguez,Almeria,723,2020
57807,A. Carrasquilla,FC Cartagena,5262,2020
64310,S. Moore,Tenerife,719,2020
103898,Josua Antonio Mejías García,Malaga,535,2020
162891,J. Sanabria,Zaragoza,732,2020
215972,Karl Daniel Strindholm,Malaga,535,2020
131,Jorge Cuenca,Almeria,723,2020
1565,Edgar González,Oviedo,718,2020
2274,M. Bułka,FC Cartagena,5262,2020
6066,M. Vargas,Espanyol,540,2020
12493,Pedro Tanausú Domínguez Placeres,Albacete,722,2020
31406,Umar Sadiq Mesbah,Almeria,723,2020
31563,Aleksandar Trajkovski,Mallorca,798,2020
45788,Nikola Čumić,Sporting Gijon,731,2020
45829,Marc Valiente,Sporting Gijon,731,2020
46787,Diego Caballo,Albacete,722,2020
46855,Y. Bárcenas,Girona,547,2020
46861,Julián Omar Ramos Suárez,Ponferradina,4907,2020
46895,Pablo Pérez,Sporting Gijon,731,2020
47066,Álvaro Vázquez,Sabadell,9593,2020
64268,J. Mojica,Girona,547,2020
104939,Carlos Delgado,Castellón,5254,2020
131545,Saúl Crespo,Ponferradina,4907,2020
185202,Juan Cruz,Malaga,535,2020
187987,Ramón Terrats,Girona,547,2020
283058,N. Jackson,Mirandes,799,2020
2441,Alexander David González Sibulo,Malaga,535,2020
2444,Roberto José Rosales Altuve,Leganes,537,2020
6246,Samuel Alejandro Sosa Cordero,Alcorcon,711,2020
22146,Manuel García Alonso,Sporting Gijon,731,2020
41110,Murilo,Mallorca,798,2020
46736,Franco Matías Russo Panos,Mallorca,798,2020
46882,Mathieu Peybernes,Zaragoza,732,2020
46952,Eddy Silvestre Pascual İsrafilov,Albacete,722,2020
47009,Slavoljub Srnić,Las Palmas,534,2020
47138,Luís Gustavo Ledes Evangelista dos Santos,Castellón,5254,2020
47166,G. Aburjania,FC Cartagena,5262,2020
47263,Samuel Sáiz,Girona,547,2020
47350,Wu Lei,Espanyol,540,2020
47415,Rubén Salvador Pérez Del Mármol,Leganes,537,2020
128573,Esteve Peña Albons,FC Cartagena,5262,2020
131530,Ismael Casas Casado,Malaga,535,2020
153290,Víctor Gómez,Mirandes,799,2020
190255,Kevin Villodres,Malaga,535,2020
263812,L. Romero,Mallorca,798,2020
278898,Chadi Riad Dnanou,Sabadell,9593,2020
2419,L. Advíncula,Rayo Vallecano,728,2020
30783,E. Rolón,Malaga,535,2020
35667,Nahuel Lautaro Bustos,Girona,547,2020
45846,Dragan Rosić,Fuenlabrada,4906,2020
45983,Igor Zlatanović,Castellón,5254,2020
46670,Brandon Thomas Llamas,Leganes,537,2020
46720,D. Torres,Albacete,722,2020
46737,Joan Sastre Vanrell,Mallorca,798,2020
46748,Aridai Cabrera Suárez,Las Palmas,534,2020
47060,Giorgi Papunashvili,Zaragoza,732,2020
47260,Sebastián Carlos Cristóforo Pepe,Girona,547,2020
47308,Näis Djouahra,Mirandes,799,2020
47404,Vasyl Kravets,Leganes,537,2020
47424,M. Santos,Leganes,537,2020
51441,Juan Manuel Gutiérrez Freire,Almeria,723,2020
51470,Emiliano Gómez Dutra,Albacete,722,2020
67902,Cristian Gonzalo Olivera Ibarra,Almeria,723,2020
128575,Edward Orlando Bolaños Angulo,Ponferradina,4907,2020
6997,Oriol Riera,Fuenlabrada,4906,2019
12541,José Jurado,Cadiz,724,2019
35672,L. Ulloa,Rayo Vallecano,728,2019
44356,Soriano,Girona,547,2019
44423,Alexis Ruano Delgado,Racing Santander,4665,2019
46701,Álvaro Arroyo,Albacete,722,2019
46784,Dani Giménez,Deportivo La Coruna,544,2019
46829,Mehdi Lacen,Malaga,535,2019
46984,Nino,Elche,797,2019
47088,Suso Santana,Tenerife,719,2019
47501,Gorka Iraizoz Moreno,Girona,547,2019
47528,Alberto García,Rayo Vallecano,728,2019
47542,Gorka Elustondo Urkola,Rayo Vallecano,728,2019
47555,Javier Guerra Rodríguez,Rayo Vallecano,728,2019
47560,Javier Varas Herrera,Huesca,726,2019
77168,Álvaro Cejudo Carmona,Racing Santander,4665,2019
104957,Carlos Caballero Pérez,Fuenlabrada,4906,2019
194619,Daniel Moreno,Rayo Vallecano,728,2019
265362,Álvaro Ruvira,Fuenlabrada,4906,2019
268408,Cardona,Fuenlabrada,4906,2019
1698,Javi Fuego,Sporting Gijon,731,2019
46754,Alberto Cifuentes Martínez,Cadiz,724,2019
46780,David Querol,Albacete,722,2019
46921,David Mateos Rocha,Extremadura,860,2019
46983,Carlos Castro García,Lugo,716,2019
47003,Momo,Las Palmas,534,2019
47015,Casto Espinosa Barriga,Extremadura,860,2019
47083,Borja Lasso,Tenerife,719,2019
47167,Antonio Campillo,Lugo,716,2019
47454,Pedro López,Huesca,726,2019
47513,Aday,Girona,547,2019
47571,Juan Aguilera Núñez,Alcorcon,711,2019
104929,Nicolás Hidalgo García,Racing Santander,4665,2019
107176,Wendell dos Anjos da Silva,Extremadura,860,2019
107944,David Prieto,Fuenlabrada,4906,2019
116984,Alcolea,Fuenlabrada,4906,2019
122839,Jaume Sobregrau Mitjans,Fuenlabrada,4906,2019
153606,Daniel Merino Correa,Rayo Vallecano,728,2019
182177,Adrian Molina,Elche,797,2019
268407,Guti,Fuenlabrada,4906,2019
13114,A. Fernández,Cadiz,724,2019
46774,Eduardo Ramos Gómez,Cadiz,724,2019
46845,Mossa,Oviedo,718,2019
46925,Gaspar Panadero Zamora,Almeria,723,2019
46956,Borja Galán González,Racing Santander,4665,2019
46959,Francisco José Sandaza Asensio,Alcorcon,711,2019
46992,Dani Castellano Betancor,Las Palmas,534,2019
47047,Alberto Benito Correa,Albacete,722,2019
47095,Nano,Cadiz,724,2019
47169,Iriome,Lugo,716,2019
47172,Carlos Pita,Lugo,716,2019
47176,Fernando Seoane,Lugo,716,2019
47567,Martín Maximiliano Mantovani,Las Palmas,534,2019
104854,Cayetano Bartolomé Bonnín Vásquez,Almeria,723,2019
123070,Leilei Gao,Extremadura,860,2019
156153,Alberto Fernández Puga,Almeria,723,2019
182190,Alejandro Cruz Hernández,Tenerife,719,2019
182926,Manuel Mosquera Rey,Extremadura,860,2019
184345,Jonatan Carmona Álamo,Elche,797,2019
186296,Adrián Torres Lázaro,Extremadura,860,2019
8708,A. Nkaka,Racing Santander,4665,2019
46718,Néstor Susaeta Jaurrieta,Albacete,722,2019
46786,Eneko Bóveda Altube,Deportivo La Coruna,544,2019
46800,José Vicente Gómez Umpiérrez,Deportivo La Coruna,544,2019
46822,Lombán,Malaga,535,2019
46826,Badr Boulhroud,Malaga,535,2019
46827,Adrián  González Morales,Malaga,535,2019
46831,Alejandro Miguel Mula Sanchez,Alcorcon,711,2019
46841,Nereo Champagne,Oviedo,718,2019
46936,Joaquín Miralles Sanz,Alcorcon,711,2019
46939,Carlos Bellvís Llorens,Alcorcon,711,2019
46947,Albert Dorca Masó,Alcorcon,711,2019
46991,Aythami Artiles Oliva,Las Palmas,534,2019
46994,De la Bella,Las Palmas,534,2019
47075,Alberto Jiménez,Tenerife,719,2019
47076,Isma López,Tenerife,719,2019
47113,Federico Nicolás Varela,Las Palmas,534,2019
47155,Edu Campabadal,Lugo,716,2019
116820,Hugo Fraile Martín,Fuenlabrada,4906,2019
135831,Luis Castillo Grau,Elche,797,2019
10057,Jonathan,Almeria,723,2019
44490,Emre Çolak,Deportivo La Coruna,544,2019
46706,Nicolás Ezequiel Gorosito,Albacete,722,2019
46770,Jon Garrido,Cadiz,724,2019
46794,M. Somma,Deportivo La Coruna,544,2019
46816,Cifuentes,Malaga,535,2019
46856,Saúl Berjón,Oviedo,718,2019
46880,Francisco José Molinero Calderón,Sporting Gijon,731,2019
46911,Lucien Fridolin Owona Ndong,Almeria,723,2019
47051,Daniel Lasure,Tenerife,719,2019
47074,Héctor Hernández Ortega,Numancia,717,2019
47220,Abraham  Minero Fernández,Racing Santander,4665,2019
47450,Jorge Ruiz Ojeda,Deportivo La Coruna,544,2019
47488,Sergio Gontán Gallardo,Deportivo La Coruna,544,2019
47563,Luis Carlos Correia Pinto,Huesca,726,2019
49984,Jean Armel Drole,Las Palmas,534,2019
70072,Óscar,Alcorcon,711,2019
92252,Aarón Níguez Esclapez,Malaga,535,2019
153267,Fernando Navarro Hervás,Albacete,722,2019
176470,Francisco Castillo Viñolo,Albacete,722,2019
1491,R. Petrović,Almeria,723,2019
21648,Claudio Beauvue,Deportivo La Coruna,544,2019
46722,Carlos Javier Acuña Caballero,Albacete,722,2019
46725,R. Manaj,Albacete,722,2019
46884,Carlos Carmona Bonet,Sporting Gijon,731,2019
46931,Álvaro Giménez,Cadiz,724,2019
47050,Alberto Guitián Ceballos,Zaragoza,732,2019
47136,Pape Maly Diamanka,Girona,547,2019
51462,Robert Ismael Ergas Moreno,Albacete,722,2019
67974,V. Ozornwafor,Almeria,723,2019
96395,Ernest Ohemeng,Mirandes,799,2019
147796,Javier Rubio Haro,Rayo Vallecano,728,2019
179277,Daniel Jesús Martín Gil,Las Palmas,534,2019
182168,Mario González Casado,Alcorcon,711,2019
182228,Matías Jesús Vesprini Pérez,Lugo,716,2019
182498,Javier Cueto Suárez,Oviedo,718,2019
182827,Moisés Rodríguez Laínez,Cadiz,724,2019
184778,Alfredo Sualdea López,Numancia,717,2019
185009,Óscar de Frutos Balbas,Numancia,717,2019
186514,Gabriel Sebastián Cardozo Tomás,Extremadura,860,2019
46758,Saturday Keigo Erimuya,Cadiz,724,2019
46783,Álex Cobo Padillo,Deportivo La Coruna,544,2019
46857,Eduardo Cortina García,Oviedo,718,2019
47128,Marcos Fernández Isla,Numancia,717,2019
47134,Luis Valcarce Vidal,Ponferradina,4907,2019
47559,Roberto Santamaría Cipriain,Rayo Vallecano,728,2019
104858,Antonio Islam Otegui Khalife,Numancia,717,2019
104970,José Francisco Agulló Sevilla,Fuenlabrada,4906,2019
107189,Juan Fernández Santiago,Las Palmas,534,2019
122730,Carlos  Martínez Ruiz,Girona,547,2019
122929,Javier Sánchez García,Deportivo La Coruna,544,2019
131532,Juan Ignacio Brunet Bordin,Lugo,716,2019
137477,David Sánchez Mallo,Deportivo La Coruna,544,2019
