id_jugador,nombre_jugador,equipo_jugador,id_equipo,temporada_equipo
1616,Miguel Ángel Guerrero Martín,Leganes,537,2016
1854,J. Correa,Sevilla,536,2016
2522,A. Sanabria,Real Betis,543,2016
15320,Jon Gaztañaga,Real Sociedad,548,2016
30483,R. Soriano,Villarreal,533,2016
30490,N. Sansone,Villarreal,533,2016
30529,Marlon,Barcelona,529,2016
30531,J. Boga,Granada CF,715,2016
46765,A. Pantić,Alaves,542,2016
46981,Xavi Torres,Sporting Gijon,731,2016
47177,Manu Barreiro,Alaves,542,2016
47300,T. Hernández,Alaves,542,2016
47379,Jordi Calavera,Eibar,545,2016
47412,Javier Eraso Goñi,Athletic Club,531,2016
47449,Oier Olazábal Paredes,Granada CF,715,2016
50131,Artem Kravets,Granada CF,715,2016
50907,N. Gaitán,Atletico Madrid,530,2016
104841,Josep Señé,Celta Vigo,538,2016
44,Rodri,Villarreal,533,2016
133,C. Lenglet,Sevilla,536,2016
622,Aymeric Laporte,Athletic Club,531,2016
731,K. Navas,Real Madrid,541,2016
899,Andreas Pereira,Granada CF,715,2016
923,D. Cheryshev,Villarreal,533,2016
935,Rodrigo,Valencia,532,2016
1691,Mario Gaspar,Villarreal,533,2016
2056,Pablo Sarabia,Sevilla,536,2016
2057,F. Vázquez,Sevilla,536,2016
2098,G. Ochoa,Granada CF,715,2016
2366,A. Toșca,Real Betis,543,2016
2724,L. Digne,Barcelona,529,2016
14331,Borja López,Barcelona,529,2016
18740,Jonny Castro,Celta Vigo,538,2016
46731,P. Estupiñán,Granada CF,715,2016
46820,F. Ricca,Malaga,535,2016
46836,Mamadou Koné,Leganes,537,2016
47341,Marc Roca,Espanyol,540,2016
104827,Mario González,Villarreal,533,2016
124,J. Cillessen,Barcelona,529,2016
373,Pepe,Real Madrid,541,2016
446,R. Donk,Real Betis,543,2016
929,Andrés Pascual Santoja,Valencia,532,2016
3424,B. Mensah,Atletico Madrid,530,2016
18811,A. Peñaranda,Malaga,535,2016
27031,Francisco José Perdomo Borges,Barcelona,529,2016
31033,Nicolás Javier Schiappacasse Oliva,Atletico Madrid,530,2016
40201,Iván Márquez,Osasuna,727,2016
41163,Ola John,Deportivo La Coruna,544,2016
41485,André Moreira,Atletico Madrid,530,2016
44419,Aderllan Santos,Valencia,532,2016
46657,Nacho Vidal,Valencia,532,2016
46793,David Simón Rodríguez Santana,Las Palmas,534,2016
47011,Sergio Ezequiel Araújo,Las Palmas,534,2016
47304,Kévin Rodrigues,Real Sociedad,548,2016
47354,Martín Aguirregabiria,Alaves,542,2016
47455,Antonio Manuel Luna Rodríguez,Eibar,545,2016
51576,Gonzalo Castro Irizábal,Malaga,535,2016
127376,Asier Benito Sasiain,Alaves,542,2016
2670,Íñigo Martínez,Real Sociedad,548,2016
30510,Alejandro Berenguer Remiro,Osasuna,727,2016
46652,Unai García,Osasuna,727,2016
46653,David García,Osasuna,727,2016
46667,Enrique Barja Afonso,Osasuna,727,2016
47270,Unai Simón,Athletic Club,531,2016
47271,Yeray,Athletic Club,531,2016
47272,Balenziaga,Athletic Club,531,2016
47273,Yuri,Real Sociedad,548,2016
47274,Capa,Eibar,545,2016
47275,De Marcos,Athletic Club,531,2016
47276,Lekue,Athletic Club,531,2016
47281,Dani García,Eibar,545,2016
47282,Raúl García,Athletic Club,531,2016
47294,I. Williams,Athletic Club,531,2016
47361,D. Brašanac,Real Betis,543,2016
47391,Rubén Peña,Eibar,545,2016
47396,Kike García,Eibar,545,2016
47418,Mikel Vesga,Sporting Gijon,731,2016
47574,Moi Gómez,Sporting Gijon,731,2016
733,Dani Carvajal,Real Madrid,541,2016
735,Nacho,Real Madrid,541,2016
737,Odriozola,Real Sociedad,548,2016
746,Marco Asensio,Real Madrid,541,2016
748,Dani Ceballos,Real Betis,543,2016
752,T. Kroos,Real Madrid,541,2016
754,L. Modrić,Real Madrid,541,2016
757,Lucas Vázquez,Real Madrid,541,2016
759,K. Benzema,Real Madrid,541,2016
760,M. Díaz,Real Madrid,541,2016
911,Jaume Doménech,Valencia,532,2016
918,José Gayà,Valencia,532,2016
920,Toni Lato,Valencia,532,2016
1641,Samu Castillejo,Villarreal,533,2016
1687,Jaume Costa,Villarreal,533,2016
2672,Muniain,Athletic Club,531,2016
47251,D. Foulquier,Granada CF,715,2016
47267,Iago Herrerín,Leganes,537,2016
47355,Rubén Duarte,Espanyol,540,2016
48589,Aly Malle,Granada CF,715,2016
47,Toni Moya,Atletico Madrid,530,2016
1375,Soldado,Villarreal,533,2016
1448,S. Mustafi,Valencia,532,2016
1699,Iborra,Sevilla,536,2016
19034,Ryan Guno Babel,Deportivo La Coruna,544,2016
37125,C. Musonda,Real Betis,543,2016
46659,Rober Ibáñez,Leganes,537,2016
46743,Salva Sevilla,Espanyol,540,2016
46887,Pedro Díaz,Sporting Gijon,731,2016
47052,Álex Muñoz,Sevilla,536,2016
47252,Bruno,Real Betis,543,2016
47357,Laguardia,Alaves,542,2016
47366,Jony,Malaga,535,2016
47384,Cote,Villarreal,533,2016
47399,Iván Cuéllar,Sporting Gijon,731,2016
47457,Rúben Vezo,Granada CF,715,2016
47578,Christian Rivera,Eibar,545,2016
90646,Pablo Ínsua,Leganes,537,2016
104821,Jon Guridi,Real Sociedad,548,2016
104853,Asier Villalibre,Athletic Club,531,2016
29,J. Oblak,Atletico Madrid,530,2016
39,S. Savić,Atletico Madrid,530,2016
48,Saúl,Atletico Madrid,530,2016
50,Koke,Atletico Madrid,530,2016
53,Á. Correa,Atletico Madrid,530,2016
56,A. Griezmann,Atletico Madrid,530,2016
59,Álvaro Morata,Real Madrid,541,2016
154,L. Messi,Barcelona,529,2016
328,Fabián Ruiz,Real Betis,543,2016
738,Sergio Ramos,Real Madrid,541,2016
753,Marcos Llorente,Alaves,542,2016
930,Carlos Soler,Valencia,532,2016
933,K. Gameiro,Atletico Madrid,530,2016
2923,Y. Carrasco,Atletico Madrid,530,2016
19014,Sergio Rico,Sevilla,536,2016
46673,Aarón Escandell,Malaga,535,2016
46807,Borja Valle,Deportivo La Coruna,544,2016
47287,Mikel Rico,Athletic Club,531,2016
47352,Fernando Pacheco,Alaves,542,2016
104835,Darío Poveda,Villarreal,533,2016
1461,Denis Suárez,Barcelona,529,2016
1557,Pau López,Espanyol,540,2016
2042,Sergi Gómez,Celta Vigo,538,2016
2047,Aleix Vidal,Barcelona,529,2016
10151,Diego Alves,Valencia,532,2016
18907,Joselu,Deportivo La Coruna,544,2016
18998,Camarasa,Alaves,542,2016
46687,Ángel Montoro,Las Palmas,534,2016
46799,Edu Expósito,Deportivo La Coruna,544,2016
46825,K. Bare,Atletico Madrid,530,2016
47016,Álvaro Fernández,Osasuna,727,2016
47170,José Carlos Lazo,Villarreal,533,2016
47394,Charles  Días Barbosa de Oliveira,Malaga,535,2016
47405,Juanfran,Deportivo La Coruna,544,2016
47426,Rubén Blanco,Celta Vigo,538,2016
47427,Iván Villar,Celta Vigo,538,2016
47429,David Costas,Celta Vigo,538,2016
47432,Hugo Mallo,Celta Vigo,538,2016
47445,Iago Aspas,Celta Vigo,538,2016
104920,Iñaki Sáenz Arenzana,Alaves,542,2016
143,Carles Aleñá,Barcelona,529,2016
612,E. Ponce,Granada CF,715,2016
660,Pape Cheikh,Celta Vigo,538,2016
1419,O. Vranješ,Sporting Gijon,731,2016
1899,A. Abdennour,Valencia,532,2016
2060,M. El Haddadi,Valencia,532,2016
19112,Kiko Casilla,Real Madrid,541,2016
46651,Clerc,Osasuna,727,2016
46681,Alejandro Martínez Sánchez,Real Betis,543,2016
46817,Diego González,Sevilla,536,2016
46874,Jean-Sylvain Claude Babin,Sporting Gijon,731,2016
46888,Pablo Fernández Blanco,Sporting Gijon,731,2016
47144,Guillermo Fernández Hierro,Athletic Club,531,2016
47247,David Soria,Sevilla,536,2016
47378,Bigas,Las Palmas,534,2016
47395,Sergi Enrich,Eibar,545,2016
47401,Andrés Tomás Prieto Albert,Espanyol,540,2016
104844,Manuel Herrera Yagüe,Real Betis,543,2016
127165,Jagoba Beobide Larrañaga,Alaves,542,2016
181418,Álvaro Pérez Durán,Valencia,532,2016
1583,Sergio León,Osasuna,727,2016
1682,Asenjo,Villarreal,533,2016
2040,Escudero,Sevilla,536,2016
2053,Roque Mesa,Las Palmas,534,2016
2459,D. Machís,Leganes,537,2016
15381,Juan Antonio Entrena Gálvez,Granada CF,715,2016
18895,F. Lejeune,Eibar,545,2016
46805,Pedro Mosquera Parada,Deportivo La Coruna,544,2016
46935,Raúl Lizoáin,Las Palmas,534,2016
47001,Javi Castellano Betancor,Las Palmas,534,2016
47226,Antonio Jesús Cotán Pérez,Sevilla,536,2016
47285,Unai López,Leganes,537,2016
47327,Diego López,Espanyol,540,2016
47474,Jordi Masip,Barcelona,529,2016
47543,Álvaro García,Cadiz,724,2016
47545,G. Kakuta,Deportivo La Coruna,544,2016
47550,Mario Suárez,Valencia,532,2016
63542,M. Hongla,Granada CF,715,2016
123064,Leonardo Del Cristo Ramírez Rodríguez,Las Palmas,534,2016
181568,Aitor Ortega Asenjo,Eibar,545,2016
1023,Antonio Miguel Ramírez Martínez,Real Sociedad,548,2016
1839,R. Durmisi,Real Betis,543,2016
1906,A. Rami,Sevilla,536,2016
18765,André Gomes,Barcelona,529,2016
22258,J. Martin,Real Betis,543,2016
46709,Álvaro Tejero,Real Madrid,541,2016
47211,Bernabé Barragán,Atletico Madrid,530,2016
47305,Raúl Navas,Real Sociedad,548,2016
47318,Jon Bautista,Real Sociedad,548,2016
47334,David López,Espanyol,540,2016
47363,Manu García,Alaves,542,2016
47377,Anaitz Arbilla,Eibar,545,2016
47385,Sergio Álvarez,Sporting Gijon,731,2016
47387,P. Diop,Espanyol,540,2016
47476,Yoel,Eibar,545,2016
47511,Juanpe,Granada CF,715,2016
104843,Aitor Buñuel,Osasuna,727,2016
104855,Óscar Pinchi,Deportivo La Coruna,544,2016
104864,Pablo Larrea,Villarreal,533,2016
116832,Iñigo Barrenetxea García,Eibar,545,2016
46,Vitolo,Sevilla,536,2016
1562,Sidnei,Deportivo La Coruna,544,2016
1576,W. Kaptoum,Barcelona,529,2016
2992,A. N&apos;Diaye,Villarreal,533,2016
12667,Jonathan Viera,Las Palmas,534,2016
18978,F. Andone,Deportivo La Coruna,544,2016
46698,José Caro,Sevilla,536,2016
46846,Christian Fernández Salas,Las Palmas,534,2016
46941,Unai Elgezabal,Eibar,545,2016
46993,Eric Curbelo,Las Palmas,534,2016
46996,Álvaro Lemos,Celta Vigo,538,2016
47012,Rubén Castro,Real Betis,543,2016
47111,Benito Ramírez,Las Palmas,534,2016
47192,Luis Muñoz,Malaga,535,2016
47248,Rubén Yáñez,Real Madrid,541,2016
47324,Sandro Ramírez,Malaga,535,2016
47403,Unai Bustinza,Leganes,537,2016
47442,Jozabed,Celta Vigo,538,2016
116829,Jorge Gómez Mediavilla,Eibar,545,2016
122607,José Manuel Artiles Romero,Las Palmas,534,2016
31,J. Giménez,Atletico Madrid,530,2016
2446,Juan Pablo Añor Acosta,Malaga,535,2016
2520,Hernán Arsenio Pérez González,Espanyol,540,2016
2557,P. Hernández,Celta Vigo,538,2016
2600,Takashi Inui,Eibar,545,2016
5914,M. Díaz,Celta Vigo,538,2016
6011,R. Borré,Villarreal,533,2016
28989,Antonio Rodríguez Dovale,Leganes,537,2016
33173,H. Kiyotake,Sevilla,536,2016
41415,Luís Martins,Granada CF,715,2016
46677,Víctor Díaz,Leganes,537,2016
46975,Nacho Gil,Valencia,532,2016
47127,Carlos Gutiérrez González,Las Palmas,534,2016
47339,Óscar Melendo,Espanyol,540,2016
47393,Marc Cardona Rovira,Barcelona,529,2016
47441,N. Radoja,Celta Vigo,538,2016
51012,Carles Gil,Deportivo La Coruna,544,2016
51046,C. Vela,Real Sociedad,548,2016
51177,C. Espinoza,Alaves,542,2016
51251,Andreu Fontàs,Celta Vigo,538,2016
9,A. Hakimi,Real Madrid,541,2016
121,S. Jovetić,Sevilla,536,2016
276,Neymar,Barcelona,529,2016
758,G. Bale,Real Madrid,541,2016
2044,G. Mercado,Sevilla,536,2016
2840,Celso Borges Mora,Deportivo La Coruna,544,2016
2875,D. Reyes,Espanyol,540,2016
2880,J. dos Santos,Villarreal,533,2016
6084,G. Silva,Granada CF,715,2016
10311,Ganso,Sevilla,536,2016
10323,Luciano,Leganes,537,2016
35575,Édgar Méndez,Alaves,542,2016
35840,C. Aboagye,Granada CF,715,2016
35903,Alejandro Arribas,Deportivo La Coruna,544,2016
46695,A. Ramos,Granada CF,715,2016
46744,L. Suárez,Villarreal,533,2016
47423,Sabin Merino,Athletic Club,531,2016
47428,G. Cabral,Celta Vigo,538,2016
104859,Iu Ranera Grau,Leganes,537,2016
123010,Juan Mera González,Sporting Gijon,731,2016
21,Francisco Alcácer García,Barcelona,529,2016
780,Steven N'Kemboanza Mike Christopher Nzonzi,Sevilla,536,2016
874,Cristiano Ronaldo dos Santos Aveiro,Real Madrid,541,2016
1689,Álvaro González Soberón,Villarreal,533,2016
1861,Felipe Salvador Caicedo Corozo,Espanyol,540,2016
2715,Fayçal Fajr,Deportivo La Coruna,544,2016
3238,V. Angban,Granada CF,715,2016
12493,Pedro Tanausú Domínguez Placeres,Las Palmas,534,2016
14489,Daniel Iglesias Gago,Alaves,542,2016
19036,Luciano Darío Vietto Martín,Sevilla,536,2016
40553,Nikola Vujadinović,Osasuna,727,2016
40678,Sergio Mendigutxia Iglesias,Sporting Gijon,731,2016
44318,Petros Matheus dos Santos Araújo,Real Betis,543,2016
46861,Julián Omar Ramos Suárez,Leganes,537,2016
46895,Pablo Pérez,Sporting Gijon,731,2016
46897,Hernán,Las Palmas,534,2016
47066,Álvaro Vázquez,Espanyol,540,2016
47328,Óscar Esaú Duarte Gaitán,Espanyol,540,2016
51112,Víctor Rodríguez,Sporting Gijon,731,2016
61160,Dejan Dražić,Celta Vigo,538,2016
49,T. Partey,Atletico Madrid,530,2016
614,C. Bravo,Barcelona,529,2016
934,Santiago Mina Lorenzo,Valencia,532,2016
1570,Sergio Canales,Real Sociedad,548,2016
1579,Joaquín,Real Betis,543,2016
1607,Guilherme dos Santos Torres,Deportivo La Coruna,544,2016
1693,Víctor Ruiz,Villarreal,533,2016
1697,Pablo Fornals,Malaga,535,2016
2157,Denys Boyko,Malaga,535,2016
2469,G. Pezzella,Real Betis,543,2016
2544,Akram Hassan Afif Yahya Afif,Sporting Gijon,731,2016
18965,Martín Montoya,Valencia,532,2016
30495,S. Sirigu,Osasuna,727,2016
39714,Jhon Stiven Mondragón Dosman,Osasuna,727,2016
46666,Roberto Torres,Osasuna,727,2016
46672,Rui Silva,Granada CF,715,2016
46797,Federico Nicolás Cartabia,Valencia,532,2016
47320,Juanmi,Real Sociedad,548,2016
47348,Borja Iglesias,Celta Vigo,538,2016
47546,Álvaro Medrán Just,Valencia,532,2016
596,Hélder Filipe Oliveira Lopes,Las Palmas,534,2016
742,R. Varane,Real Madrid,541,2016
928,Dani Parejo,Valencia,532,2016
1567,A. Mandi,Real Betis,543,2016
1705,Manu Trigueros,Villarreal,533,2016
1707,Gerard Moreno,Espanyol,540,2016
18794,Kiko Femenía,Alaves,542,2016
18867,Diego Rico,Leganes,537,2016
33243,Andrés Iniesta,Barcelona,529,2016
33249,Sergi Samper,Granada CF,715,2016
37019,José Rodríguez,Malaga,535,2016
46787,Diego Caballo,Valencia,532,2016
46808,Carlos Fernández,Sevilla,536,2016
47269,Álex Remiro,Athletic Club,531,2016
47298,Elustondo,Real Sociedad,548,2016
47302,Diego Llorente,Malaga,535,2016
47310,Illarramendi,Real Sociedad,548,2016
47314,Zubeldia,Real Sociedad,548,2016
47319,Willian José,Real Sociedad,548,2016
47323,Mikel Oyarzabal Ugarte,Real Sociedad,548,2016
27,Adán,Real Betis,543,2016
127,M. ter Stegen,Barcelona,529,2016
128,Jordi Alba,Barcelona,529,2016
137,Sergi Roberto,Barcelona,529,2016
144,Sergio Busquets,Barcelona,529,2016
517,James David Rodríguez Rubio,Real Madrid,541,2016
605,Nenad Krstičić,Alaves,542,2016
618,Danilo,Real Madrid,541,2016
743,Marcelo Vieira da Silva Júnior,Real Madrid,541,2016
747,Casemiro,Real Madrid,541,2016
1028,Mikel González de Martín Martínez,Real Sociedad,548,2016
2059,W. Ben Yedder,Sevilla,536,2016
2741,M. Ryan,Valencia,532,2016
3033,Cédric Bakambu,Villarreal,533,2016
10316,Caio Henrique,Atletico Madrid,530,2016
26240,P. Lienhart,Real Madrid,541,2016
46656,Oier Sanjurjo Mate,Osasuna,727,2016
47296,G. Rulli,Real Sociedad,548,2016
47447,Pione Sisto Ifolo Emirmija,Celta Vigo,538,2016
50910,Aleksandar Katai,Alaves,542,2016
149,I. Rakitić,Barcelona,529,2016
611,Marko Livaja,Las Palmas,534,2016
2444,Roberto José Rosales Altuve,Malaga,535,2016
8716,D. Roef,Deportivo La Coruna,544,2016
31538,Alberto Brignoli,Leganes,537,2016
36848,Aitor Cantalapiedra Fernández,Villarreal,533,2016
46819,Juan Carlos Pérez López,Malaga,535,2016
47013,Rafael Mir Vicente,Valencia,532,2016
47292,Kenan Kodro,Osasuna,727,2016
47358,Adrián Marín,Leganes,537,2016
47371,J. Guidetti,Celta Vigo,538,2016
47415,Rubén Salvador Pérez Del Mármol,Leganes,537,2016
47422,Youssef En-Nesyri,Malaga,535,2016
47437,A. Hjulsager,Celta Vigo,538,2016
47539,Uche Henry Agbo,Granada CF,715,2016
50974,P. Tytoń,Deportivo La Coruna,544,2016
68202,Bruno Alexandre Vilela Gama,Deportivo La Coruna,544,2016
104808,Enric Saborit Teixidor,Athletic Club,531,2016
104845,Jean Carlos,Granada CF,715,2016
178976,Brian Thaylor Lubanzadio Aldama,Eibar,545,2016
32,D. Godín,Atletico Madrid,530,2016
34,Filipe Luís,Atletico Madrid,530,2016
434,Mariano,Sevilla,536,2016
922,F. Roncaglia,Celta Vigo,538,2016
932,Daniel Wass,Celta Vigo,538,2016
1211,M. Kranevitter,Sevilla,536,2016
1335,Idriss Carlos Kameni,Malaga,535,2016
2115,Alen Halilović,Las Palmas,534,2016
2361,Sverrir Ingi Ingason,Granada CF,715,2016
2445,M. Villanueva,Malaga,535,2016
2515,Ó. Romero,Alaves,542,2016
6003,E. Pérez,Valencia,532,2016
22146,Manuel García Alonso,Alaves,542,2016
30524,M. Lemos,Las Palmas,534,2016
35794,M. Moreno,Deportivo La Coruna,544,2016
46720,D. Torres,Alaves,542,2016
47340,P. Piatti,Espanyol,540,2016
47424,M. Santos,Malaga,535,2016
68193,Mateo Ezequiel García,Las Palmas,534,2016
114627,Luiz Henrique Alves Angelo,Granada CF,715,2016
157,L. Suárez,Barcelona,529,2016
568,Gabriel Pires,Leganes,537,2016
9934,Deyverson,Alaves,542,2016
10236,Míchel Macedo Rocha Machado,Las Palmas,534,2016
367,Iker Casillas Fernández,Real Madrid,541,2015
1630,M. Musacchio,Villarreal,533,2015
46784,Dani Giménez,Real Betis,543,2015
46852,Carlos Martínez Díez,Real Sociedad,548,2015
47259,Bergara,Real Sociedad,548,2015
47280,Beñat,Athletic Club,531,2015
47289,Susaeta,Athletic Club,531,2015
47295,Moyà,Atletico Madrid,530,2015
47501,Gorka Iraizoz Moreno,Athletic Club,531,2015
47509,Carles Planas Antolínez,Celta Vigo,538,2015
47528,Alberto García,Sporting Gijon,731,2015
47542,Gorka Elustondo Urkola,Athletic Club,531,2015
77168,Álvaro Cejudo Carmona,Real Betis,543,2015
104796,Fernando Navarro i Corbacho,Deportivo La Coruna,544,2015
104980,Roberto Trashorras Gayoso,Rayo Vallecano,728,2015
105045,Rubén Gracia Calmache,Deportivo La Coruna,544,2015
105108,Alberto Lopo García,Deportivo La Coruna,544,2015
116818,Ángel Lafita Castillo,Getafe,546,2015
116821,Juan Carlos Valerón Santana,Las Palmas,534,2015
116822,Manuel Pablo García Díaz,Deportivo La Coruna,544,2015
1704,Bruno,Villarreal,533,2015
25409,Ignacio Camacho,Malaga,535,2015
30735,M. Andreolli,Sevilla,536,2015
41373,J. Martínez,Atletico Madrid,530,2015
44423,Alexis Ruano Delgado,Getafe,546,2015
46958,Jonathan Pereira,Villarreal,533,2015
47219,Iván López,Levante,539,2015
47230,Javier Márquez Moreno,Granada CF,715,2015
47284,Iturraspe,Athletic Club,531,2015
47290,Aduriz,Athletic Club,531,2015
47316,Zurutuza,Real Sociedad,548,2015
78370,H. Westermann,Real Betis,543,2015
88774,N. Karabelas,Levante,539,2015
104851,Guilherme Siqueira,Valencia,532,2015
105583,Roberto Lago Soto,Getafe,546,2015
116823,Carlos Gurpegi Nausia,Athletic Club,531,2015
116826,David Cobeño Iglesias,Rayo Vallecano,728,2015
116848,Jaime Jiménez Merlo,Eibar,545,2015
116854,Jose Maria Añibarro Astondoa,Eibar,545,2015
117022,Iván Hernández Soto,Sporting Gijon,731,2015
1685,D. Bonera,Villarreal,533,2015
33413,Fernando Torres,Atletico Madrid,530,2015
46823,Miguel Torres Gómez,Malaga,535,2015
46829,Mehdi Lacen,Getafe,546,2015
47086,Francisco Montañés Claverías,Espanyol,540,2015
47555,Javier Guerra Rodríguez,Rayo Vallecano,728,2015
47560,Javier Varas Herrera,Las Palmas,534,2015
70495,Francisco Manuel Rico Castro,Granada CF,715,2015
90521,Álvaro Arbeloa Coca,Real Madrid,541,2015
104794,Xabier Prieto Argarate,Real Sociedad,548,2015
104814,Imanol Agirretxe Arruti,Real Sociedad,548,2015
104838,Sérgio Paulo Barbosa Valente,Malaga,535,2015
104905,Manucho Gonçalves,Rayo Vallecano,728,2015
105032,Juan Antonio Rodríguez Villamuela,Getafe,546,2015
105035,Jon Ansotegi Gorostola,Eibar,545,2015
116597,Flávio Ferreira,Malaga,535,2015
116817,Mikel Arruabarrena Aranbide,Eibar,545,2015
116819,Juan Francisco García García,Levante,539,2015
116828,Diego Mainz García,Granada CF,715,2015
116836,Ángel Domingo López Ruano,Las Palmas,534,2015
5946,J. Gutiérrez,Deportivo La Coruna,544,2015
5986,G. Lux,Deportivo La Coruna,544,2015
6997,Oriol Riera,Deportivo La Coruna,544,2015
15833,Adnane Tighadouini,Malaga,535,2015
19533,Jota Peleteiro,Eibar,545,2015
33361,Simão Mate,Levante,539,2015
33395,Isaac Cuenca,Granada CF,715,2015
47034,José Antonio Reyes,Sevilla,536,2015
47382,Ramis,Eibar,545,2015
47425,Sergio Álvarez,Celta Vigo,538,2015
47454,Pedro López,Levante,539,2015
50228,S. Vergini,Getafe,546,2015
53490,Víctor Guillermo Álvarez Delgado,Espanyol,540,2015
82030,Juan Rafael Fuentes Hernández,Espanyol,540,2015
83132,Jesús Gámez Duarte,Atletico Madrid,530,2015
91388,Jon Errasti,Eibar,545,2015
104825,Kike Sola,Athletic Club,531,2015
104904,Antonio Amaya Carazo,Rayo Vallecano,728,2015
105057,Răzvan Dincă Raț,Rayo Vallecano,728,2015
114785,Javier Garrido Behovide,Las Palmas,534,2015
140,Thomas Vermaelen,Barcelona,529,2015
1036,Ignacio Cases Mora,Sporting Gijon,731,2015
1683,M. Barbosa,Villarreal,533,2015
1698,Javi Fuego,Valencia,532,2015
26728,Francisco Medina Luna,Rayo Vallecano,728,2015
42992,Juan Emmanuel Culio,Las Palmas,534,2015
46647,Rubén Iván Martínez Andrade,Levante,539,2015
46878,Javi Noblejas,Getafe,546,2015
46915,Ángel Trujillo,Levante,539,2015
47083,Borja Lasso,Sevilla,536,2015
47238,Ikechukwu Uche,Malaga,535,2015
89980,Manuel Fernández Muñíz,Deportivo La Coruna,544,2015
95590,M. Iturra,Rayo Vallecano,728,2015
105086,Guzmán Casaseca Lozano,Las Palmas,534,2015
105111,Antonio Rodríguez Martínez,Rayo Vallecano,728,2015
116824,Miguel Ángel Muñoz Alonso,Getafe,546,2015
116825,Daniel Lorenzo Lorenzo,Las Palmas,534,2015
116830,Álex Campos,Rayo Vallecano,728,2015
116837,Imanol Corral Matellán,Eibar,545,2015
116838,Samuel Villa Rodríguez,Atletico Madrid,530,2015
1480,J. Mathieu,Barcelona,529,2015
2230,Antonio Rukavina,Villarreal,533,2015
13114,A. Fernández,Atletico Madrid,530,2015
41176,Fábio Coentrão,Real Madrid,541,2015
41439,Ricardo Costa,Granada CF,715,2015
46781,Vincenzo Renato Rennella,Real Betis,543,2015
46956,Borja Galán González,Getafe,546,2015
46983,Carlos Castro García,Sporting Gijon,731,2015
47337,Esteban Félix Granero Molina,Real Sociedad,548,2015
51564,M. Angeleri,Malaga,535,2015
78739,Joan Verdú Fernández,Levante,539,2015
79139,I. Diallo,Valencia,532,2015
87220,M. Ciani,Espanyol,540,2015
104839,Tiago Cardoso Mendes,Atletico Madrid,530,2015
104861,D. Digard,Real Betis,543,2015
104863,Weligton,Malaga,535,2015
104975,David Navarro Pedrós,Levante,539,2015
105098,David Gómez Vázquez,Deportivo La Coruna,544,2015
113711,B. Trémoulinas,Sevilla,536,2015
128143,Jeremy José Betancor Santana,Las Palmas,534,2015
1560,Barragán,Valencia,532,2015
2043,Daniel Filipe Martins Carriço,Sevilla,536,2015
21099,Rene Krhin,Granada CF,715,2015
41475,Fernando Damián Tissone Rodrigues,Malaga,535,2015
41642,José Eduardo Rosa Vale de Castro,Rayo Vallecano,728,2015
46822,Lombán,Granada CF,715,2015
46991,Aythami Artiles Oliva,Las Palmas,534,2015
46992,Dani Castellano Betancor,Las Palmas,534,2015
46994,De la Bella,Real Sociedad,548,2015
47150,Borja Viguera Manzanares,Athletic Club,531,2015
47342,Víctor Sánchez Mata,Espanyol,540,2015
47431,David Juncà Reñé,Eibar,545,2015
47453,Toño,Levante,539,2015
49859,A. Turan,Barcelona,529,2015
50187,Nabil Ghilas,Levante,539,2015
53702,Bojan Jokić,Villarreal,533,2015
91429,G. Rossi,Levante,539,2015
101283,Juan Manuel Vargas Risco,Real Betis,543,2015
104862,Ander Bardají Maiza Lasgar,Real Sociedad,548,2015
116820,Hugo Fraile Martín,Sporting Gijon,731,2015
1977,Adriano,Barcelona,529,2015
6936,Armando Sosa Peña,Sporting Gijon,731,2015
9273,Neuton Sérgio Piccoli,Granada CF,715,2015
14437,I. Kelava,Granada CF,715,2015
14482,Daniel Arnaud N'Di,Sporting Gijon,731,2015
15510,Borja Ekiza Imaz,Eibar,545,2015
22337,Yrondu Musavu-King,Granada CF,715,2015
36057,Ian González,Getafe,546,2015
36839,Javier Espinosa González,Villarreal,533,2015
41098,Diogo Figueiras,Sevilla,536,2015
43184,Rachid Aït-Atmane,Sporting Gijon,731,2015
46786,Eneko Bóveda Altube,Athletic Club,531,2015
46800,José Vicente Gómez Umpiérrez,Las Palmas,534,2015
46816,Cifuentes,Malaga,535,2015
46827,Adrián  González Morales,Eibar,545,2015
46880,Francisco José Molinero Calderón,Real Betis,543,2015
47076,Isma López,Sporting Gijon,731,2015
47108,José Antonio García Rabasco,Levante,539,2015
47288,Mikel San José Domínguez,Athletic Club,531,2015
47563,Luis Carlos Correia Pinto,Deportivo La Coruna,544,2015
41,Juanfran,Atletico Madrid,530,2015
136,Piqué,Barcelona,529,2015
185,Llorente,Sevilla,536,2015
392,Adrián López,Villarreal,533,2015
745,Isco,Real Madrid,541,2015
5907,L. Orbán,Levante,539,2015
6855,José Raúl Baena Urdiales,Rayo Vallecano,728,2015
13073,J. Mascherano,Barcelona,529,2015
25131,P. Ebert,Rayo Vallecano,728,2015
42039,Gabriel Fernández Arenas,Atletico Madrid,530,2015
46856,Saúl Berjón,Eibar,545,2015
47050,Alberto Guitián Ceballos,Sporting Gijon,731,2015
47074,Héctor Hernández Ortega,Real Sociedad,548,2015
47390,Fabián Orellana,Celta Vigo,538,2015
47413,José Luis García del Pozo,Malaga,535,2015
47488,Sergio Gontán Gallardo,Eibar,545,2015
